clean_tokens
"['tingkat', 'guna', 'serang', 'drone', 'perang', 'lawan', 'teror', 'afghanistan', 'masa', 'pimpin', 'presiden', 'obama']"
"['prediksi', 'harga', 'apartemen', 'timbang', 'faktor', 'socio', 'economic', 'crime', 'rates', 'dki', 'jakarta']"
"['efek', 'beri', 'program', 'turun', 'berat', 'badan', 'bas', 'digital', 'obi', 'mob', 'total', 'asupan', 'kalori', 'individu', 'dewasa', 'gemuk', 'obesitas']"
"['mobile', 'banking', 'usage', 'intention', 'analysis', 'indonesia', 'post', 'covid', 'study', 'bank', 'mega', 'syariah']"
"['estimasi', 'volume', 'tega', 'guna', 'model', 'empiris', 'bas', 'citra', 'multisensor', 'random', 'forest', 'regression', 'studi', 'kasus', 'wana', 'inti', 'kahuripan', 'intiga', 'provinsi', 'kalimantan', 'tengah']"
"['peran', 'efikasi', 'diri', 'motivasi', 'kerja', 'karyawan', 'part', 'time']"
"['analisis', 'potensi', 'tingkat', 'kapasitas', 'beban', 'evaluasi', 'ekonomi', 'solar', 'tracker', 'sumbu', 'tunggal', 'motor', 'stepper', 'worm', 'gear', 'solar', 'home', 'system']"
"['hidup', 'tunawisma', 'novel', 'mukhayyalah', 'khandaris', 'karya', 'abd', 'aziz', 'bara', 'sakin', 'hubung', 'masyarakat', 'sudan', 'analisis', 'sosiologi', 'sastra']"
"['townhouse', 'dekat', 'new', 'urbanism', 'kota', 'tangerang', 'selatan']"
"['comparison', 'between', 'linear', 'regression', 'and', 'neural', 'network', 'predict', 'tea', 'yield', 'prediction']"
"['dunia', 'virtual', 'dunia', 'penuh', 'mungkin', 'studi', 'kasus', 'dunia', 'virtual', 'children', 'the', 'light']"
"['proyeksi', 'deforestasi', 'dampak', 'habitat', 'orangutan', 'koridor', 'katingan', 'kahayan']"
"['estimasi', 'suplai', 'magma', 'sumber', 'tekan', 'gunung', 'rapi', 'guna', 'analisis', 'gera', 'blok', 'inflasi', 'kantong', 'magma', 'periode']"
"['corpus', 'based', 'study', 'writer', 'identities', 'biology', 'research', 'articles', 'clusivity', 'and', 'authorial', 'self']"
"['analisis', 'frekuensi', 'mikronukleus', 'sel', 'epitel', 'mukosa', 'bukal', 'anak', 'down', 'syndrome', 'kota', 'bontang', 'yogyakarta']"
"['selektivitas', 'alat', 'tangkap', 'jaring', 'insang', 'dasar', 'hasil', 'tangkap', 'ikan', 'layur', 'trichiurus', 'lepturus', 'linnaeus', 'pantai', 'depok', 'kabupaten', 'bantul']"
"['pengaruh', 'food', 'journaling', 'guna', 'media', 'mindful', 'eating', 'daily', 'journal', 'mindeary', 'perilaku', 'mindful', 'eating', 'mahasiswa', 'gizi', 'lebih']"
"['optimasi', 'buat', 'nanopartikel', 'minyak', 'atsiri', 'saffron', 'salut', 'gum', 'arab', 'kitosan', 'berat', 'molekul', 'rendah', 'lalu', 'metode', 'gelas', 'ionik']"
"['evaluasi', 'terjemah', 'ungkap', 'ekspresif', 'novel', 'pulang', 'terjemah', 'inggris', 'home']"
"['police', 'brutality', 'and', 'racism', 'against', 'black', 'people', 'the', 'united', 'states']"
"['analisis', 'pengaruh', 'pandemi', 'covid', 'industri', 'guna', 'jaring', 'saraf', 'tiru']"
"['analisis', 'literasi', 'uang', 'perilaku', 'uang', 'putus', 'investasi']"
"['pengaruh', 'kadar', 'albumin', 'hemoglobin', 'luar', 'flap', 'operasi', 'rekonstruksi', 'flap', 'rsup', 'sardjito']"
"['faktor', 'prediktor', 'mati', 'anak', 'neuroblastoma', 'rsup', 'sardjito']"
"['banding', 'relevansi', 'hasil', 'sistem', 'rekomendasi', 'means', 'clustering', 'sistem', 'rekomendasi', 'nearest', 'neighbor', 'classifier', 'kasus', 'distribusi', 'obat']"
"['analisis', 'unit', 'cost', 'layan', 'didik', 'guna', 'activity', 'based', 'costing', 'studi', 'guru', 'tinggi', 'negeri']"
"['analisis', 'kualitatif', 'kandung', 'kimia', 'isolasi', 'kandung', 'kimia', 'utama', 'daun', 'dewa', 'gynura', 'procumbens', 'lour', 'merr', 'metode', 'kromatografi', 'lapis', 'tipis']"
"['persepsi', 'apoteker', 'pemanfataan', 'apotek', 'teliti', 'kualitatif', 'masyarakat', 'kota', 'palembang']"
"['pengaruh', 'guna', 'perangkat', 'lunak', 'audit', 'dampak', 'atas', 'ajar', 'persepsi', 'audit', 'sistem', 'informasi', 'mahasiswa', 'akuntansi', 'feb', 'ugm']"
"['respon', 'klinis', 'kambing', 'kacang', 'capra', 'aegagrus', 'hircus', 'aplikasi', 'gliserol', 'oral', 'drenching']"
"['skor', 'systemic', 'inflammation', 'response', 'index', 'siri', 'faktor', 'sintas', 'tahun', 'karsinoma', 'sel', 'hati', 'rsup', 'sardjito', 'yogyakarta']"
"['analisis', 'genom', 'bakteri', 'lysinibacillus', 'sphaericus', 'patogenik', 'larva', 'nyamuk', 'culex', 'quinquefasciatus', 'say', 'diptera', 'culicidae']"
"['loan', 'loss', 'provisioning', 'behavior', 'indonesian', 'conventional', 'banks', 'listed', 'jakarta', 'stock', 'exchange']"
"['ancang', 'sistem', 'irigasi', 'tetes', 'otomatis', 'bas', 'teknologi', 'lora', 'long', 'range', 'skala', 'pekarang', 'kembang', 'smart', 'irrigation', 'system']"
"['urgensi', 'sidang', 'elektronik', 'atur', 'mahkamah', 'agung', 'nomor', 'tahun', 'tinjau', 'asas', 'selenggara', 'adil', 'pidana']"
"['analisis', 'stakeholder', 'kelola', 'sumberdaya', 'hutan', 'studi', 'desa', 'pakah', 'camat', 'mantingan', 'kabupaten', 'ngawi', 'pakah', 'kedungbanteng', 'ngawi']"
"['persepsi', 'mahasiswa', 'sastra', 'bahasa', 'jepang', 'kendala', 'kendala', 'hadap', 'ikut', 'tukar', 'mahasiswa', 'jepang']"
"['study', 'cubic', 'and', 'monoclinic', 'crystallographic', 'zirconia']"
"['guna', 'modal', 'sosial', 'masyarakat', 'adat', 'bonokeling', 'capai', 'puas', 'hidup']"
"['model', 'dimensi', 'fasies', 'distributary', 'channel', 'interval', 'grup', 'balikpapan', 'lapang', 'adis', 'cekung', 'kuta', 'kalimantan', 'timur']"
"['rencana', 'kawasan', 'kota', 'jatisrono', 'kawasan', 'tumbuh', 'kabupaten', 'wonogiri', 'bagi', 'timur', 'dekat', 'commercial', 'center', 'planning']"
"['potensi', 'mata', 'air', 'semen', 'air', 'minum', 'kota', 'rembang']"
"['pengaruh', 'variasi', 'kuat', 'arus', 'keras', 'hasil', 'kelas', 'gmaw', 'semi', 'automatic', 'center', 'sill', 'gerbong', 'datar', 'inka', 'persero']"
"['terap', 'model', 'black', 'litterman', 'konstruksi', 'views', 'guna', 'gated', 'recurrent', 'unit', 'gru', 'portofolio', 'saham', 'dasar', 'klaster', 'means']"
"['terap', 'atur', 'menteri', 'pariwisata', 'ekonomi', 'kreatif', 'republik', 'indonesia', 'nomor', 'tahun', 'standar', 'usaha', 'kafe', 'studi', 'kasus', 'mahliga', 'coffee', 'and', 'space', 'yogyakarta']"
"['kembang', 'sedia', 'krim', 'tabir', 'surya', 'kandung', 'kombinasi', 'ekstrak', 'alga', 'hijau', 'spirulina', 'platensis', 'lidah', 'buaya', 'aloe', 'chinensis']"
"['metode', 'gaussian', 'process', 'regression', 'ramal', 'curah', 'hujan']"
"['model', 'indeks', 'tapak', 'site', 'index', 'tega', 'klon', 'jati', 'plus', 'hutan']"
"['sponsorship', 'disclosure', 'instagram', 'analisis', 'resepsi', 'followers', 'akun', 'influencer', 'instagram']"
"['model', 'reaktor', 'nuklir', 'mikro', 'dingin', 'helium', 'guna', 'bahan', 'bakar', 'uranium', 'thorium', 'oksida']"
"['kaji', 'teoritis', 'mekanisme', 'reaksi', 'degradasi', 'isoamil', 'asetat', 'radikal', 'fase', 'gas', 'guna', 'metode', 'teori', 'fungsional', 'rapat']"
"['uji', 'diagnostik', 'status', 'metilasi', 'guna', 'teknik', 'imunohistokimia', 'kasus', 'glioma']"
"['prevalensi', 'diabetes', 'melitus', 'kucing', 'inggris', 'dasar', 'ras', 'jenis', 'kelamin']"
"['lindung', 'hukum', 'selamat', 'kerja', 'tenaga', 'sehat', 'lama', 'pandemi', 'covid', 'rumah', 'sakit', 'umum', 'daerah', 'tara']"
"['analisis', 'faktor', 'faktor', 'pengaruh', 'utilisasi', 'layan', 'protesa', 'gigi', 'serta', 'jamin', 'sehat', 'nasional', 'fasilitas', 'sehat', 'gigi', 'primer']"
"['kembang', 'antarmuka', 'manusia', 'mesin', 'fokus', 'sensor', 'bas', 'realitas', 'imbuh', 'dasar', 'nilai', 'quality', 'service']"
"['keanekaragaman', 'hubung', 'kerabat', 'fenetik', 'spesies', 'anggota', 'asteraceae', 'jalur', 'daki', 'gunung', 'lawu', 'dasar', 'karakter', 'morfologis']"
"['evaluasi', 'guna', 'lahan', 'dasar', 'arah', 'fungsi', 'kawasan', 'camat', 'cangkring']"
"['strategi', 'mitigasi', 'risiko', 'operasional', 'unit', 'produksi', 'kelola', 'logistik', 'hutan', 'anugerah', 'kimia', 'dekat', 'house', 'risk']"
"['skabies', 'identifikasi', 'kasus', 'analisis', 'faktor', 'faktor', 'risiko', 'populasi', 'pesantren', 'rembang', 'jawa', 'tengah']"
"['analisa', 'kuat', 'sambung', 'las', 'material', 'perforated', 'plate', 'stainless', 'steel', 'komponen', 'tumbler', 'mesin', 'washer', 'capsule', 'hari', 'mukti', 'teknik']"
"['nilai', 'mutu', 'produk', 'akhir', 'buah', 'stoberi', 'fragaria', 'annanassa', 'segar', 'guna', 'diagram', 'pareto', 'diagram', 'ishikawa']"
"['fotodegradasi', 'metilen', 'biru', 'guna', 'fotokatalis', 'titanium', 'dioksida', 'doping', 'timah', 'lanthanum', 'papar', 'sinar', 'tampak']"
"['kembang', 'pemvalidasian', 'ukur', 'karier', 'protean']"
"['gambar', 'lansia', 'korea', 'selatan', 'film', 'jugyeojuneun', 'yeoja', 'kaji', 'sosiologi', 'sastra']"
"['beda', 'skor', 'depresi', 'dantcmc', 'depresi', 'lansia', 'panti', 'sosial', 'tresna', 'werdha', 'unit', 'abiyoso', 'yogyakarta']"
"['evaluasi', 'sistem', 'manajemen', 'aset', 'tetap', 'tingkat', 'satu', 'kerja', 'menteri', 'uang', 'tahun', 'dasar', 'asset', 'management', 'landscape']"
"['sistem', 'produksi', 'agroforestri', 'pulau', 'nusakambangan', 'warga', 'dusun', 'kelapa', 'kerep', 'desa', 'klaces', 'camat', 'kampung', 'laut', 'kabupaten', 'cilacap', 'jawa', 'tengah']"
"['milik', 'asing', 'kerja', 'usaha', 'volatilitas', 'return', 'studi', 'empiris', 'usaha', 'non', 'uang', 'daftar', 'bursa', 'efek', 'indonesia', 'tahun']"
"['analisis', 'banding', 'desain', 'fondasi', 'jalan', 'metode', 'slab', 'pile', 'prefabricated', 'vertical', 'drain', 'studi', 'kasus', 'oprit', 'duplikasi', 'jembatan', 'kapuas']"
"['analisis', 'terap', 'tata', 'kelola', 'teknologi', 'informasi', 'dekat', 'framework', 'cobit', 'abc']"
"['pengaruh', 'kondisi', 'uang', 'ungkap', 'corporate', 'social', 'responsibility', 'profile', 'usaha', 'variabel', 'moderasi', 'industri', 'manufaktur', 'daftar', 'bursa', 'efek', 'indonesia', 'bei']"
"['faktor', 'tentu', 'pilih', 'moda', 'transportasi', 'jalan', 'tuju', 'bandar', 'udara', 'internasional', 'yogyakarta']"
"['sintesis', 'nanopartikel', 'perak', 'stabil', 'pva', 'agen', 'sensor', 'deteksi', 'kolorimetri', 'ion']"
"['pengaruh', 'ekstrak', 'etanol', 'batang', 'baja', 'uncaria', 'acida', 'mortalitas', 'morfologi', 'larva', 'aedes', 'aegypti']"
"['modul', 'derivatif', 'modul', 'atas', 'ring', 'non', 'asosiatif', 'terap', 'rumus', 'matematis', 'mekanika', 'kuantum']"
"['identifikasi', 'pola', 'citra', 'vena', 'jari', 'guna', 'transfer', 'learning', 'residual', 'network']"
"['tata', 'ulang', 'norma', 'hukum', 'acara', 'hak', 'uji', 'materiil', 'mahkamah', 'agung', 'wujud', 'adil', 'substantif']"
"['aplikasi', 'dual', 'reciprocity', 'boundary', 'element', 'method', 'hitung', 'sebar', 'konsentrasi', 'polutan', 'lintas', 'kelok', 'alir', 'air', 'lamina']"
"['akibat', 'hukum', 'putus', 'mahkamah', 'konstitusi', 'nomor', 'puu', 'tugas', 'hakim', 'perkara', 'batal', 'putus', 'arbitrase']"
"['swot', 'analysis', 'ruang', 'wahana', 'karya', 'getting', 'clients']"
"['tingkat', 'arus', 'berkas', 'elektron', 'fokus', 'arah', 'berkas', 'elektron', 'mbe', 'mev', 'ensterna']"
"['ancang', 'ulang', 'sistem', 'gerak', 'roller', 'mesin', 'planer', 'bambu']"
"['analisis', 'strategi', 'baur', 'pasar', 'tingkat', 'jual', 'pakan', 'ternak', 'pabrik', 'makan', 'ternak', 'nutrifeed', 'klaten']"
"['analisis', 'sentimen', 'unggah', 'status', 'twitter', 'alat', 'ortodontik', 'indonesia', 'tahun']"
"['the', 'effect', 'maternal', 'low', 'protein', 'and', 'calorie', 'diets', 'sertoli', 'cell', 'population', 'and', 'testicular', 'vacuoles', 'male', 'mice', 'offspring']"
"['karakteristik', 'minyak', 'nyamplung', 'proses', 'guna', 'mesin', 'screw', 'press', 'laku', 'kadar', 'air', 'awal', 'biji', 'nyamplung']"
"['preparasi', 'manik', 'kitosan', 'karbon', 'aktif', 'adsorben', 'acid', 'yellow', 'acid', 'red', 'larut']"
"['analisis', 'layak', 'bisnis', 'restoran', 'dapur', 'geprek', 'nyonyah', 'bandara', 'internasional', 'soekarno', 'hatta']"
"['analisis', 'produktivitas', 'studi', 'kasus', 'blabak', 'jawa', 'tengah']"
"['kembang', 'sensor', 'rasa', 'asin', 'impedimetrik', 'guna', 'interdigitated', 'electrode', 'modifikasi', 'membran', 'lipid', 'hexadecanol']"
"['studi', 'dendrologi', 'jenis', 'pohon', 'superordo', 'malviflorae', 'kawasan', 'hutan', 'wisata', 'girimanik', 'kabupaten', 'wonogiri']"
"['analisis', 'restrukturisasi', 'aset', 'upa', 'lepas', 'investasi', 'anak', 'usaha', 'garuda', 'indonesia', 'persero']"
"['multatuli', 'max', 'havelaar', 'vis', 'vis', 'kant', 'kosmopolitanisme', 'moral', 'kategoris']"
"['determinan', 'tingkat', 'tahan', 'pangan', 'rumah', 'tangga', 'kabupaten', 'gunungkidul']"
"['synthesis', 'chiral', 'phosphoric', 'acid', 'catalyst', 'and', 'its', 'application', 'enantioselective', 'amidoalkylation', 'reaction', 'dimethylpyrrole', 'and', 'hydroxybutyrolactam']"
"['evaluasi', 'terap', 'sistem', 'informasi', 'manajemen', 'rumah', 'sakit', 'simrs', 'rsu', 'sakina', 'idam', 'guna', 'metode', 'hot', 'fit']"
"['hipokoagulasi', 'prediktor', 'jadi', 'overt', 'disseminated', 'intravascular', 'coagulation', 'dic', 'pasien', 'covid', 'ruang', 'awat', 'intensif']"
"['ancang', 'visualisasi', 'position', 'detection', 'kereta', 'api', 'guna', 'hall', 'sensor']"
"['pengaruh', 'pakai', 'kondom', 'angka', 'jadi', 'sifilis', 'laki', 'laki', 'seks', 'laki', 'laki', 'rsup', 'sardjito', 'yogyakarta', 'tahun']"
"['ancang', 'tebal', 'bahu', 'jalan', 'jalan', 'pakem', 'tempel', 'metode', 'manual', 'desain', 'keras', 'jalan']"
"['survei', 'gas', 'radon', 'thoron', 'duga', 'zona', 'permeabilitas', 'area', 'prospek', 'panas', 'bumi', 'gunung', 'telomoyo']"
