clean_tokens
"['lagu', 'anime', 'bikin', 'kamu', 'makin', 'semangat']"
"['dilema', 'duduk', 'ketapang', 'dominasi', 'lion', 'air', 'resah']"
"['laku', 'kendara', 'motor', 'panjang', 'jalan', 'jogja', 'solo']"
"['ironi', 'situbondo', 'kota', 'sepi', 'bupati', 'jadi', 'sangka', 'korupsi']"
"['user', 'experience', 'macbook', 'air', 'pro', 'alat', 'kerja', 'pale', 'bagu', 'banding', 'laptop', 'window']"
"['lurus', 'salah', 'kaprah', 'kait', 'iahn', 'gde', 'pudja', 'mataram', 'satu', 'satu', 'kampu', 'hindu', 'negeri', 'lombok']"
"['boga', 'group', 'rekrut', 'lansia', 'kerja', 'tampar', 'usaha', 'mau', 'rekrut', 'karyawan', 'kriteria', 'bawah', 'usia', 'tahun']"
"['jembatan', 'aborsi', 'contoh', 'nyata', 'berat', 'juang', 'kuliah']"
"['ikut', 'organisasi', 'mahasiswa', 'sah', 'sah', 'asal', 'siap', 'keluar', 'duit', 'lumayan']"
"['cerita', 'tukang', 'fotokopi', 'jadi', 'saksi', 'mahasiswa', 'ugm', 'rampung', 'skripsi', 'malam', 'jasa', 'bantu', 'benerin', 'typo', 'layout', 'amburadul']"
"['tanya', 'buat', 'orang', 'jogja', 'kesal']"
"['tidur', 'kubur', 'ulah', 'ojol', 'gaib']"
"['perempuan', 'makhluk', 'punya', 'banyak', 'alas', 'mala', 'servi', 'motor']"
"['anak', 'muda', 'butuh', 'olimpiade', 'indonesia', 'cerda', 'acara', 'kui', 'edukatif', 'kini', 'tinggal', 'nama']"
"['perlu', 'lurus', 'gresik', 'biar', 'salah', 'kaprah']"
"['nekat', 'dekat', 'kali', 'code', 'jogja', 'mandi', 'pom', 'bensin', 'air', 'bau', 'semua', 'lolo', 'seleksi']"
"['dosen', 'numpang', 'nama', 'jurnal', 'vampir', 'akademik', 'isap', 'darah', 'mahasiswa', 'bant', 'badan', 'kelulus']"
"['kalau', 'atlet', 'indonesia', 'jadi', 'bintang', 'iklan', 'sosi', 'nice', 'masalah', 'apa']"
"['kuliner', 'jogja', 'kurang', 'cocok', 'lidah', 'wisatawan']"
"['mahasiswa', 'uii', 'amikom', 'jadi', 'langgan', 'bengkel', 'gara', 'gara', 'jalan', 'ringin', 'raya', 'sleman', 'rusak', 'parah', 'tahun']"
"['kisah', 'santet', 'pak', 'guru', 'tahu', 'lewat', 'isi', 'perut', 'sapi']"
"['odegaard', 'bukan', 'pimpin', 'arsenal', 'baik']"
"['kerja', 'skripsi', 'sulit', 'jauh', 'lebih', 'sulit', 'urus', 'berka', 'kelulus', 'mahasiswa']"
"['cerita', 'fatur', 'mahasiswa', 'tunanetra', 'hobi', 'rantau', 'baca', 'buku', 'main', 'catur']"
"['mahasiswa', 'nungguin', 'uang', 'kirim', 'orang', 'tua', 'aja', 'sok', 'sok', 'punya', 'paylater', 'buat', 'apa']"
"['tomoro', 'coffee', 'datang', 'baru', 'bondowoso', 'jadi', 'ancam', 'peluang', 'eksistensi', 'kopi', 'ijen']"
"['paiton', 'probolinggo', 'sedih', 'hidup', 'kaya', 'miskin', 'sangat', 'kontra', 'prihatin']"
"['kisah', 'alumnu', 'polinema', 'ajak', 'ibu', 'ibu', 'rumah', 'tangga', 'sulap', 'tempe', 'hingga', 'cari', 'hibah', 'hongkong']"
"['sifat', 'usaha', 'suks', 'lihat', 'pribadi', 'mail', 'upin', 'ipin', 'kreatif', 'berani', 'hingga', 'sayang', 'orang', 'tua']"
"['istilah', 'rekrutmen', 'ndakik', 'ndakik', 'padahal', 'makna', 'sederhana']"
"['review', 'honda', 'tahun', 'motor', 'biadab']"
"['lagu', 'musisi', 'indonesia', 'asyik', 'buat', 'ajar', 'bahasa', 'inggri']"
"['camil', 'indomaret', 'bikin', 'kapok', 'mend', 'beli']"
"['stasiun', 'kereta', 'magelang', 'jadi']"
"['mito', 'ngawur', 'curang', 'spbu', 'pertamina', 'perlu', 'lurus']"
"['orang', 'lamongan', 'tetap', 'makan', 'lele']"
"['alas', 'banyak', 'orang', 'suka', 'baca', 'prediksi', 'skor', 'bola']"
"['preman', 'pensiun', 'hadir', 'kang', 'bagai', 'makan', 'micin', 'hambar']"
"['krisi', 'eksistensiali', 'nestapa', 'hidup', 'sarjana', 'sastra', 'inggri', 'dikatain', 'mend', 'kursu', 'aja', 'udah', 'cukup', 'ketimbang', 'kuliah']"
"['bukan', 'syukur', 'warga', 'bekas', 'memang', 'butuh', 'mall', 'baru', 'cuma', 'tambah', 'masalah']"
"['frugal', 'live', 'bukan', 'solusi', 'hadap', 'naik', 'kela', 'tengah', 'tetap', 'mengki', 'mengki']"
"['bayang', 'bayang', 'harimau', 'tembang', 'hilang', 'kaki', 'gunung', 'cakrabuana']"
"['saudara', 'orang', 'batak', 'kental', 'tunggu', 'dulu', 'marga', 'apa']"
"['mobil', 'murah', 'layak', 'lirik', 'tahun']"
"['sisi', 'kejut', 'dusun', 'mlangi', 'jogja', 'tak', 'jemaah', 'perempuan', 'hingga', 'syarat', 'khusu', 'meni', 'orang', 'luar', 'daerah']"
